,index,tweet_id,health_word,rating,rating_category,text
1132,1132,8.116817618727731e+17,heart attack,0,figurative,"@wmata Tell your train operators to learn how to operate trains first.and stop doing stop and go driving, giving all passengers heart attack"
1133,1133,9.055234246127657e+17,heart attack,0,figurative,I know service vehicles gotta be somewhere but honking at me literally gives me a heart attack
1134,1134,8.11659446661288e+17,heart attack,0,figurative,Nhs well done Kettering hospital saved my freind Neil having heart attack early hours Sunday morning tuvmuch
1135,1135,8.116812434148516e+17,heart attack,1,generic_health,HIV May Double Odds of Heart Attack: “When people have higher risks of heart attack or… https://t.co/kt67d3VJ6H
1136,1136,8.116754280038195e+17,heart attack,2,personal_health,"#Nauru refugee says medical treatment withheld after he had heart attack
https://t.co/yQCQMqCd7u via @guardian #auspol #medicalneglect"
1137,1137,9.0267167349692e+17,heart attack,0,figurative,I just had a moment where I completely forgot my age. That was a mini existential heart attack alright. I'm not even old.
1138,1138,8.116682443397612e+17,heart attack,0,figurative,MINE ÄRA PSMDOSLSKOSOS I GOT A HEART ATTACK https://t.co/IsIiN2WRkI
1139,1139,8.11684666981974e+17,heart attack,0,figurative,That dude is gonna have a heart attack when you all... — Alright https://t.co/4jIJq8KpHh
1140,1140,8.116643382557737e+17,heart attack,0,figurative,@anactualmess @helioboros https://t.co/BVwqzGs1hb let's get in here and NOT give my crunchyroll account a heart attack
1141,1141,8.116866151145349e+17,heart attack,0,figurative,When Vividha got some serious issue to discuss with Atharv. 🙄😭 When she almost gave him a heart attack. 😱#ViTharv #JNDSD https://t.co/fBDgxVLRci
1142,1142,8.116563320885903e+17,heart attack,2,personal_health,James Fixx the man who popularized jogging in America died of a heart attack while running. R.I.P #fact
1143,1143,9.055094907320484e+17,heart attack,1,generic_health,Pomegranate juice can prevent a heart attack.
1144,1144,8.116761721657426e+17,heart attack,0,figurative,"@fairlyliterary @TitoTitoq85 I need your twitter handle not to give me a minor heart attack, Rabia! Almost thought I saw hung like a boss 😱"
1145,1145,9.055137199913779e+17,heart attack,0,figurative,So happy that I get to learn all about hearts so that I know when I'm actually having a heart attack this year
1146,1146,8.116463058482012e+17,heart attack,0,figurative,@tinygifs His smile would be the reason If I got  a heart attack some day ❤😍 Gawd he is so beautiful 😍❤😍❤😍❤😍❤
1147,1147,8.116759458704343e+17,heart attack,0,figurative,@RomanAtwood pls dont start he click bate nonsense.we love you and watch your vlogs without having to have a heart attack when we see title😕
1148,1148,9.055268908191498e+17,heart attack,0,figurative,"Thanks recruiter person, almost had a heart attack thinking that all my react native work that’s in private repos went public... https://t.co/kviDRvemNT"
1149,1149,8.117023655815496e+17,heart attack,1,generic_health,High Pain Tolerance Tied to 'Silent' Heart Attack Risk. https://t.co/zWYkL1kKMF
1150,1150,9.026747820130181e+17,heart attack,0,figurative,first i thought that is an one direction pic and i had a little heart attack. https://t.co/SQqknhrn3w
1151,1151,8.116600583292805e+17,heart attack,0,figurative,@Ms_HeartAttack if it makes you feel better yesterday I woke up at 9am and stayed in bed watching the office until like 3pm lol
1152,1152,8.116858648248361e+17,heart attack,0,figurative,@Salmaan_p I got one for that too alhamdulillah I survived that heart attack I don't even use itunes 😂 but the amazon one I shat myself fml😭
1153,1153,8.11644820640895e+17,heart attack,0,figurative,@assahton5sos U FUCKING SCARED ME HDJSJSBDKAO I LITERALLY HAD A HEART ATTACK AND NOW IM CRYING CAUSE HE DIDNT FOLLOW ME
1154,1154,9.026624605487677e+17,heart attack,2,personal_health,This song actually made me cry 😞it expressed how I felt when I got the news my mum had a heart attack! I feared the worst not being able to https://t.co/2hLBk33vvO
1155,1155,8.116841036574925e+17,heart attack,0,figurative,"""I could be having a heart attack and you'd just tell me it's fine it happens sometimes when people look at you"""
1156,1156,9.026671975619707e+17,heart attack,1,generic_health,An Australian study has found the rate of healthy patients having heart attacks has gone up from 11 percent to 27... https://t.co/IZNK2V7AeQ
1157,1157,9.030254675188326e+17,heart attack,0,figurative,"Only just watched Annabelle Creation, my god almost had a heart attack"
1158,1158,8.116739140111892e+17,heart attack,1,generic_health,HIV patients have nearly twice the heart attack risk  https://t.co/xaOBD4rACo #science #health
1159,1159,8.116447421487022e+17,heart attack,0,figurative,A linesman's whistle induced heart attack and some nice videos feature in @FourFourCou's match review https://t.co/kqWw7tAOFc
1160,1160,9.026791105851269e+17,heart attack,1,generic_health,"Marriage a Blessing for Heart Attack Patients | TUESDAY, Aug. 29, 2017 (HealthDay News) - Marriage is ... | https://t.co/hEurSt8UW4"
1161,1161,8.116943631348818e+17,heart attack,2,personal_health,"What is happening this is the 3rd friend in 3 weeks that has either Had a heart attack,seizure or died. These... https://t.co/KSsaIs1N4U"
1162,1162,9.02665592611668e+17,heart attack,0,figurative,Wish my mum wouldn't force my door open fast when it's 11:53pm gives me a heart attack thinking someone is trying to break in
1163,1163,8.11652770281427e+17,heart attack,0,figurative,@ArianaGrande I'm gonna have a heart attack. I love u
1164,1164,8.116817448353833e+17,heart attack,0,figurative,"I was not ready for this. Guys, please be careful when watching, you may have a heart attack, but it will be okay, you can get through it https://t.co/BRDNkpcTdK"
1165,1165,8.116885881570591e+17,heart attack,2,personal_health,"#OTD in 1940, F. Scott Fitzgerald died of a heart attack in Hollywood California. He was just 44 years old. #author #writing https://t.co/fI4CTjnoOZ"
1166,1166,8.116847340361114e+17,heart attack,1,generic_health,HIV May Double Odds of Heart Attack https://t.co/hOPjRujBLm cc:doctormujumdar.in
1167,1167,8.116634706682511e+17,heart attack,0,figurative,The beginning of this song never fails to give me a freaking heart attack https://t.co/iED3REeVNj
1168,1168,8.116494684037652e+17,heart attack,0,figurative,"that time you put a washcloth over your shoulder for a moment, and the heartattack two hours later because some wet thing was on you"
1169,1169,9.02690738663764e+17,heart attack,1,generic_health,"Scientists Confirmed: This Is The World’s #1 Food For Hypertension, Heart Attack, Stroke and Cholesterol! https://t.co/Ph4eitaRwa"
1170,1170,9.026778179593093e+17,heart attack,0,figurative,"Omg right when I was saving the video my mom (on FaceTime) goes ""what did you just send me?!"" I almost had a heart attack but I'm gucci"
1171,1171,8.11687094036951e+17,heart attack,1,generic_health,HIV May Double Odds of Heart Attack: HIV May Double Odds of Heart Attack https://t.co/Hi1dfiP8Tb
1172,1172,9.055182400126116e+17,heart attack,0,figurative,"Thank God my fair city is a long way from Princeton, I'd have a heart attack;) https://t.co/RCkXYdG47D"
1173,1173,8.116769674393723e+17,heart attack,0,figurative,just had a heart attack 😩😍😍 https://t.co/Fk6PDENmK7
1174,1174,8.116729990699459e+17,heart attack,0,figurative,"Just casually topping up on @DigicelTT when @ShawnMendes uploaded and gave me a heart attack. 🙂 #MercyAcousticVideo 
https://t.co/G6NOpevw8k https://t.co/i7j7WbxBJn"
1175,1175,9.026590267098767e+17,heart attack,2,personal_health,"There weren't any ambulances available, and a 71-year-old woman died of a heart attack at home. Read this. https://t.co/QtD8g9yd9a"
1176,1176,9.026645820990218e+17,heart attack,1,generic_health,Erlanger Fire/EMS units are currently responding to a Heart Attack call.
1177,1177,8.116480159832105e+17,heart attack,0,figurative,Omg it's coming soon 60 minutes only 😭😂😂 #MercyAcousticVideo HEART ATTACK @ShawnMendes  #shawnmendes
1178,1178,8.116760469573796e+17,heart attack,0,figurative,I feel like having a heart attack from them 😭😭😭😭😭😭
1179,1179,8.116646205911532e+17,heart attack,0,figurative,my grandma would have a heart attack if I did this 😂 https://t.co/cPvxAjCWoL
1180,1180,8.116736149993103e+17,heart attack,0,figurative,@Arisnaagrsnde thanks for giving me a heart attack lmao
1181,1181,9.055135723268792e+17,heart attack,0,figurative,"Hit it from the back, have a heart attack can you handle that 🤤"
1182,1182,8.116563836616335e+17,heart attack,0,figurative,"@daze3x they skipped the performance is Sound! Euphonium, and im still about to get a heart attack"
1183,1183,9.055257271221207e+17,heart attack,0,figurative,"Mini heart attack averted...
Sheesh! Is this what adulthood is all about? 
Meow!"
1184,1184,8.116630357733704e+17,heart attack,0,figurative,@AyeshaPilcher i always get an heart attack tho
1185,1185,9.055157072108462e+17,heart attack,0,figurative,Whitechapel &amp; Suicide silence are both doing anniversary tours for there 1st albums... currently having a heart attack
1186,1186,8.11652178616193e+17,heart attack,0,figurative,@ArianaGrande I seriously might have a heart attack when I see you on tour
1187,1187,9.05543613806936e+17,heart attack,0,figurative,Genuinely gonna have a heart attack if i even look at another can of red bull or the likes
1188,1188,8.116462886388122e+17,heart attack,0,figurative,"Demi Lovato

- Heart Attack
- Body Say
- Skyscraper
- Wildfire
- Confident"
1189,1189,8.116763823380972e+17,heart attack,1,generic_health,"“@TheSun: eating red meat DOESN’T increase risk heart attack https://t.co/bSYrRncPsR https://t.co/ISFLYGtV62”

Sponsored by the @beef board"
1190,1190,8.116934663338148e+17,heart attack,2,personal_health,"Today, Dec 22, in 2002, former #Clash frontman #JoeStrummer died of a suspected heart attack aged 50. #RIP WATCH: https://t.co/yn06DGa4bp https://t.co/R4BVmY28nj"
1191,1191,9.055301072715489e+17,heart attack,0,figurative,My neighbour went and bought this big dogs that their bark can give you heart attack. I am coming home late from... https://t.co/S3TSy5T56l
1192,1192,9.026792075280179e+17,heart attack,0,figurative,"not gonna lie, i had a mini heart attack when i saw this pop up https://t.co/bhAPJF9zng"
1193,1193,9.026746985839411e+17,heart attack,1,generic_health,"In light of recent research showing reduced heart attack risk, are their dangers of reducing inflammation too much?

https://t.co/qoH5ZK7BfZ"
1194,1194,9.055373797836308e+17,heart attack,1,generic_health,Acid reflux can make you feel like you are having a heart attack.
1195,1195,8.1164955511262e+17,heart attack,0,figurative,"@NoceurTitanium
""Okay, I thought more along the lines of heart attack or something."""
1196,1196,9.02686229174657e+17,heart attack,2,personal_health,"I saw a sweet old man die infront of my eyes, man it's was heartbreaking he had a heart attack out of nowhere and just died holy shit"
1197,1197,9.026765675198833e+17,heart attack,0,figurative,Seeing her in this in person was kinda like having a heart attack and drowning at the same time. I died https://t.co/CGaQxn9yng
1198,1198,9.026829593539748e+17,heart attack,0,figurative,I had four cups of coffee today and it now feels like I'm having a heart attack haha cool
1199,1199,8.116815092874772e+17,heart attack,0,figurative,"@djmotwister @stationguy899 Relax, you'll get a heart attack and your fake kid will go back to his real dad"
1200,1200,8.116968217939354e+17,heart attack,2,personal_health,"Got news that my grandma has had a heart attack and is in the hospital, she isn't doing well."
1201,1201,8.116602126249697e+17,heart attack,0,figurative,@Ms_HeartAttack missed it😭 about to tho👏
1202,1202,9.026759028233667e+17,heart attack,0,figurative,Get of off my back and save the heart attack
1203,1203,9.055330566935306e+17,heart attack,0,figurative,"me: (sneezes)
mom: jesus are u trying to give me a heart attack"
1204,1204,8.117032366252073e+17,heart attack,2,personal_health,don't fuckin give ur a rabbit a bath. they can die from a heart attack. read about ur pet before doin shit like this and possibly killing it https://t.co/3YRJHrNWML
1205,1205,8.11687144854995e+17,heart attack,1,generic_health,Downside of childbirth?!--High pain tolerance may mask heart attack symptoms https://t.co/ZlgpLEdbmo #AHAPugetSound
1206,1206,9.055350810911334e+17,heart attack,0,figurative,Tyler giving folks who played fav a heart attack and outside paths look better
1207,1207,9.055378464626565e+17,heart attack,1,generic_health,Study shows unchecked inflammation within the heart’s arteries may cause repeat heart attack. #heart #disease https://t.co/PcFZqlPB4v
1208,1208,8.116817911154893e+17,heart attack,0,figurative,"The people call Shoygu ""From Boris Nikolaevich to Vladimir Vladimirovich without a heart attack and paralysis!"""
1209,1209,9.055410862982554e+17,heart attack,0,figurative,A grasshopper landed on my knee and I almost had a heart attack
1210,1210,8.116744481684193e+17,heart attack,0,figurative,@Jacob_Nickell_ did she ask you if you wanted a heart attack?
1211,1211,9.055273343500493e+17,heart attack,1,generic_health,Anaheim doctor disciplined in pain management case after patient has heart attack #Ducks #NHLDucks #NHL https://t.co/mQVhPL0G2T https://t.co/ZcsXZ30ujg
1212,1212,8.116781893156251e+17,heart attack,0,figurative,"Okay, now that that's settled, I almost had a heart attack my laptop wasn't working when it was just the screen was off."
1213,1213,9.026765504111411e+17,heart attack,0,figurative,"today i am conducting an experiment called ""how much caffeine can i ingest before i have a heart attack?"" also known as COFFEE WORK FASTER"
1214,1214,8.116849943975772e+17,heart attack,0,figurative,I think I might have to delete Christian and Justin Combs off snapchat before I have a heart attack
1215,1215,8.116739968276972e+17,heart attack,0,figurative,eu tava vendo o fan heart attack do monsta x EU TO MORRENDO SOCORRO
1216,1216,9.026921555961242e+17,heart attack,0,figurative,i'm about to have a heart attack and i haven't even watched the video yet https://t.co/Z06da8ANg2
1217,1217,8.11665620077056e+17,heart attack,0,figurative,I had a mini heart attack this morning when I checked my phone &amp; saw that is was 10:30 a.m &amp; thought I was late to work.
1218,1218,8.11682275876307e+17,heart attack,0,figurative,"I need to quit fucking with my dog so much, I'm gonna end up giving him a heart attack"
1219,1219,9.02660866138624e+17,heart attack,0,figurative,I'm about to have a heart attack just watching this frfr https://t.co/dR0PJisxe1
1220,1220,9.055214358038692e+17,heart attack,2,personal_health,"If you have a moment, please say a 🙏 for my mom. It's been a long road with her Leukemia diagnosis &amp; now a heart attack. Thank you💜"
1221,1221,8.116744897548288e+17,heart attack,0,figurative,@Ms_HeartAttack Ugh I know. I've been in bed by midnight &amp; up about 8am lately.
1222,1222,9.055180491466629e+17,heart attack,2,personal_health,"Mom just told me about a friend's son who had a heart attack &amp; died; he was 48.

Seems like its happening to people earlier. What the world."
1223,1223,8.116709087419515e+17,heart attack,0,figurative,"@Ms_HeartAttack You need to get to bed earlier &amp; stop sleeping the day away. God, now I sound like my mom."
1224,1224,9.030253312668713e+17,heart attack,0,figurative,the question is do u hear me sobbing crying having a heart attack https://t.co/gQG1TOchj3
1225,1225,9.055202089909371e+17,heart attack,0,figurative,I opened calc.exe to work a problem out and forgot to close it. Found it hours later and had a mini heart attack thinking I was just popped.
1226,1226,9.026784250428662e+17,heart attack,0,figurative,thank god i found it.. nearly had a heart attack when the magic extension wasnt working https://t.co/BENRphQtdd
1227,1227,8.116708424930099e+17,heart attack,2,personal_health,@redalertbd MY CAT #JAYDEN DIED AT MASSIVE HEART ATTACK. IT WAS A SUDDEN DEATH.HE WAS RUNNING IN THE EVENING;AT 8 PM HE IS NO MORE. #SAD https://t.co/091kPOtRqR
1228,1228,9.055418872888975e+17,heart attack,0,figurative,"This is fucking perfect.
Like literally I just had a lil heart attack I think I'm inlove.
Seriously. https://t.co/AF3VGHOF2T"
1229,1229,9.026778052799693e+17,heart attack,1,generic_health,"Diabetes, Osteoporosis, Heart Attack, Stroke or 7minutes of exercise 3 times per week? The choice is easy https://t.co/FesmI7eZzQ"
1230,1230,8.116732129878671e+17,heart attack,1,generic_health,Current methods to predict the risk of heart attack and stroke vastly underestimate the risk in individuals with H… https://t.co/30Ebq0ow5Y
1231,1231,9.026816766225572e+17,heart attack,0,figurative,"I'm having an heart attack right now it's 1am it's not fair 😷 
#Exo @weareoneEXO @SMTOWNGLOBAL #Parallel_Universe bring our Unicorn back 😭😭 https://t.co/invidP9lzI"
1232,1232,8.116983210519224e+17,heart attack,1,generic_health,AIDS :  HIV May Double Odds of Heart Attack https://t.co/KScJ8TUE8V
1233,1233,8.116546301030113e+17,heart attack,0,figurative,@PAOnTheMic I worry he is going to have a heart attack on the sideline😳
1234,1234,9.055241190301614e+17,heart attack,0,figurative,"Had a heart attack thinking @fabuloushannahh and @tomasjohnson had broken up, my heart dropped into my knees😭😂 https://t.co/zLx51uMkkm"
1235,1235,8.116799444053197e+17,heart attack,0,figurative,@eema_f @Ms_HeartAttack your welcome!! I have a cartoony style. Could never grasp portraits so I respect anyone who can.
1236,1236,8.116675713762673e+17,heart attack,0,figurative,My son just tried to open my closet door to get a laundry basket and I almost had a heart attack. My closet = santa's workshop lmao
1237,1237,8.116829063095337e+17,heart attack,0,figurative,literally thought my mum was gonna have a heart attack teaching me how to drive today. 😂😂🚗
1238,1238,9.026760817228022e+17,heart attack,0,figurative,Every time I get a youtube notification gives me a mini heart attack. @issa
1239,1239,9.026644216878735e+17,heart attack,0,figurative,Just had a fucking heart attack b/c I heard a baby cry..glens damn PlayStation headset is so loud I can hear someone else's child on it lol
1240,1240,9.026757832980685e+17,heart attack,1,generic_health,Think a heart attack won't happen to you? This study says you might be wrong https://t.co/Y8E4XTFoPF via @ABCNews
1241,1241,9.026676373097595e+17,heart attack,0,figurative,I ALREADY HAVE TO MANAGE FUCKING WILLIAN NOW ADD OX AND ISSA HEART ATTACK NOPEEE
1242,1242,9.02678865494999e+17,heart attack,0,figurative,Omg just about had a heart attack laying in bed my internet stopped when listening to #WSY was about asleep and all of sudden it's playing👻👻 https://t.co/4KQFRkM1pY
1243,1243,8.116864862066483e+17,heart attack,0,figurative,@BiggBossNewz you can be sent to Jail for showing scary pics for this ugly women. Many people have died of heart attack 😂  #BB10 #Biggboss10
1244,1244,8.116505041492541e+17,heart attack,0,figurative,PT HAD A HEART ATTACK DAY 2: https://t.co/jTmTJVHxTu via @YouTube
1245,1245,8.11660360621183e+17,heart attack,0,figurative,"Feck, I thought I was going to have a heart attack while watching it. Still shaking. The ending scene was just the sweetest thing ever."
1246,1246,8.116943941727232e+17,heart attack,1,generic_health,right. Heart attack victims fixate on 911 calls to avoid chest pain https://t.co/0mTQontnrl
1247,1247,8.116667505005322e+17,heart attack,0,figurative,JIHOON x WHITE T-SHIRT GAVE ME A HEART ATTACK RIP https://t.co/BxFugI2ewD
1248,1248,9.026883062191145e+17,heart attack,0,figurative,Holy shit @deanie_babies you gave me a heart attack with that rose
1249,1249,8.116784273340129e+17,heart attack,0,figurative,@_slimIN lol almost had a heart attack huh
1250,1250,8.116695166274068e+17,heart attack,0,figurative,@WayneDupreeShow your looking for a heart attack? Slow down on that type of consumption. We healthy Intellectual Warriors.
1251,1251,8.116830959969321e+17,heart attack,1,generic_health,HIV patients have nearly twice the heart attack risk https://t.co/Ju3O9RDAxj Current methods to predict the
1252,1252,8.116748818550825e+17,heart attack,2,personal_health,"My grandfather died fighting the War on Christmas. He had a heart attack while yelling at a Panera cashier for their ""Happy Holidays"" signs."
1253,1253,9.05528534520787e+17,heart attack,0,figurative,Toy damn near gave me a heart attack https://t.co/pWsCSMDd2u
1254,1254,9.055419938031534e+17,heart attack,0,figurative,As if this was ever in doubt. Tommy will probably die courtside one day after having a heart attack screaming at an official. https://t.co/bt9R4DAhdI
1255,1255,8.116799324473917e+17,heart attack,0,figurative,@Ms_HeartAttack I woke up at 3pm so it could be worse
1256,1256,8.11676637775401e+17,heart attack,0,figurative,"me: THE CROWN is kinda boring, nothing happens...

also me: *suffers heart attack from elizabeth &amp; philip fighting over coronation ceremony*"
1257,1257,9.026831714179727e+17,heart attack,0,figurative,"You're so good at talking smack, you heart attack, but you're the apple of my eye anywayyyyy 🍎"
1258,1258,8.116788237082337e+17,heart attack,0,figurative,i almost has a heart attack thinking about what my life will be like in 6 months
1259,1259,9.055091194818273e+17,heart attack,2,personal_health,#OneTimeMyTeacher had a heart attack in class. She said she was stressed out bc we were bad kids...but she recovered and now we talk on FB! https://t.co/mpCPndDaQm
1260,1260,8.116667535961006e+17,heart attack,0,figurative,@Ms_HeartAttack how does your puppy let you sleep so long mine wakes me up by 8:30 every day :(
1261,1261,8.116727900089958e+17,heart attack,0,figurative,When someone sends me a text of just my name I have a heart attack
1262,1262,8.116579711807324e+17,heart attack,2,personal_health,"POI Member, FL Security Officer Dies of Heart Attack at Work https://t.co/8ghjBRHZQv via @privateofficer #SoundTrainingNews #RIP #LODD https://t.co/zuUuX3fJQi"
1263,1263,8.116707948625224e+17,heart attack,0,figurative,"@LuchadorLD, for the record, I had a mini-heart attack! hahaha"
1264,1264,9.026777992233902e+17,heart attack,1,generic_health,Anti-inflammatory cuts risk of heart attack @scienmag  https://t.co/ioKkZFEG6L
1265,1265,8.116679829633147e+17,heart attack,0,figurative,@ShawnMendesNot you literally just gave me a bad heart attack
1266,1266,9.055309923617997e+17,heart attack,0,figurative,i just woke up and checked my phone and nearly had a heart attack bc i thought it said 8:30 instead of 6:30 christ
1267,1267,8.116600864940687e+17,heart attack,0,figurative,@Ms_HeartAttack I been trying to fix my sleeping schedule but when I do I fuck it up lol
1268,1268,9.026541271714079e+17,heart attack,0,figurative,I just got chased a little by a goose RIP me I almost had a heart attack
1269,1269,8.11668679981142e+17,heart attack,2,personal_health,@NBCThisisUs but what does okay mean? Might live but there's a lot to consider about his life after a heart attack
1270,1270,8.11673424468865e+17,heart attack,1,generic_health,HIV patients have nearly twice the heart attack risk https://t.co/KY6cXpGl6b Science daily News
1271,1271,8.116479041128694e+17,heart attack,0,figurative,#MercyAcousticVideo One hour for the next heart attack @ShawnMendes
1272,1272,9.02658942333055e+17,heart attack,0,figurative,The runner app just gave me a heart attack. It said the next shuttle would get here in 2 min then it said not until 5:55 now it's 5:30
1273,1273,8.116634840354693e+17,heart attack,0,figurative,Se should have had a heart attack mid sentence with her racist ass #old #hag @eccentricmima https://t.co/2Nv5TdJOhN
1274,1274,9.026722893967524e+17,heart attack,1,generic_health,Heart attack victims with long-term health conditions 'not being… https://t.co/ceBtnGHPlS https://t.co/Uc00K2Qh5g https://t.co/PvYEP4NoYR
1275,1275,8.116462930637824e+17,heart attack,0,figurative,"And my mother's only concern is ""Larki hum mazhab (which covers pretty much the shia syed tag) ho warna mujhe heart attack aa jayega"" 
well."
1276,1276,8.116854101328855e+17,heart attack,0,figurative,I got some scary fake email from amazon saying I paid £37 for some stupid digital pen bruh I almost had a heart attack
1277,1277,8.116597333420278e+17,heart attack,0,figurative,"TOUT DE SUITE :
Enrique Iglesias - Heart Attack
SUR insidedancefloorlawebradio.tk
bonne écoute"
1278,1278,8.116754997643469e+17,heart attack,0,figurative,@BRIA_____  you aggy 😂😂 that boy bout have a heart attack.. I told him you was gonna do it 😂😂
1279,1279,8.116939923038822e+17,heart attack,1,generic_health,I am certain that I am not having a heart attack(Toni Hull) https://t.co/EzXsKYG91T
1280,1280,9.026781082806927e+17,heart attack,1,generic_health,Heart attack victims with long-term health conditions 'not being given correct treatments' https://t.co/n9AUErLGYW
1281,1281,8.116654723410248e+17,heart attack,0,figurative,You know what they say about a woman who can't drive stick shift. Probably let her man die if he has a heart attack.
1282,1282,8.116697765020959e+17,heart attack,0,figurative,@shawnsweasley thanks for the heart attack!
1283,1283,9.055159058153759e+17,heart attack,0,figurative,i just came home and i saw this and i almost had a heart attack but its just the trailer https://t.co/3Fm5oLkNGz
1284,1284,9.026611222301245e+17,heart attack,0,figurative,Keely gives me a heart attack at least twice a day
1285,1285,8.116818687646147e+17,heart attack,2,personal_health,AHL player recovering from on-ice heart attack https://t.co/bKwFYNFENE #canada
1286,1286,9.055387168816251e+17,heart attack,0,figurative,A bee somehow got into our apt and Oscar is jumping around like a maniac when he randomly spots it.. I'm about to have a heart attack 😂
1287,1287,8.116739496795832e+17,heart attack,1,generic_health,Your body warns you 1 month before a heart attack – here’s the hidden secret everyone should know https://t.co/S6W6iFp4Gt
1288,1288,8.116558411788493e+17,heart attack,2,personal_health,A Christmas miracle: Wife saves husband after heart attack https://t.co/7f54NEgb1n
1289,1289,8.11659368483668e+17,heart attack,0,figurative,@VisaThach as long as it doesn't give you a heart attack
1290,1290,8.116713023355617e+17,heart attack,0,figurative,@chenzomauro I think I'm gonna have a heart attack 😱😋❤💕
1291,1291,9.055200188841083e+17,heart attack,1,generic_health,stay low in hostility &amp; high in trust &amp; you'll live longer &amp; be happier &amp; have less of a chance of heart attack
1292,1292,9.055432115856507e+17,heart attack,0,figurative,remind me to take my foot off the brake when I'm about to sneeze. i almost had a heart attack
1293,1293,8.116736616357601e+17,heart attack,0,figurative,#NP Trey Songz Heart Attack on RPEnt. Radio computers: https://t.co/pRMWoknHRr cell phones: https://t.co/zyRxje57a4
1294,1294,9.026539958896927e+17,heart attack,0,figurative,i will never forget that the third day of junior year i had a heart attack
1295,1295,8.116674753602601e+17,heart attack,1,generic_health,Want to live longer after a heart attack? Be an optimist https://t.co/UCq2Hmjyfh
1296,1296,8.11684448349655e+17,heart attack,0,figurative,@planty_lester I CAN HERE IT IM GONNA HAVE A HEARTATTACK I AM SO HAPPY
1297,1297,9.026629000529347e+17,heart attack,0,figurative,Omyyy what's with uji's hair? I wanna see it!!! Gosh I'm going to have a heart attack what is this what's happening OMG OMG OMG G!!!!!!
1298,1298,9.026610406761882e+17,heart attack,1,generic_health,Over-exercise putting older athletes at heart attack risk: expert | The New Daily https://t.co/JaSNp8IWen
1299,1299,8.11680359419093e+17,heart attack,0,figurative,Having Chinese food in an hour for dinner. Have no idea why the fuck I just bought $15 worth of #tacobell   #iamdisgusting #heartattack https://t.co/WC7DfOKHb5
1300,1300,8.116866937828229e+17,heart attack,0,figurative,Contemplating faking a heart attack so I don't have to go fly in the morning... it's going to be like 12 degrees.
1301,1301,9.055197092815462e+17,heart attack,0,figurative,Can the world stop throwing random little things at me that could give me a heart attack? Ok thx
1302,1302,8.116557130386678e+17,heart attack,1,generic_health,Do you know a younger woman who has had a heart attack? https://t.co/6dguJQ9h5f
1303,1303,8.116775318540984e+17,heart attack,0,figurative,Old white bag. I would of threw something at her old ass and prayed she had a heart attack. https://t.co/K5Q0FfSIP6
1304,1304,9.026596787184026e+17,heart attack,1,generic_health,Air temperature is external trigger for heart attack https://t.co/4iORYjSjeN
1305,1305,8.116838815355986e+17,heart attack,0,figurative,"*Watched video of super loaded baked potato*

Worker: That's heart attack on a plate.

Me: Ya, but I'm here for a good time, not a long time"
1306,1306,8.116840051375432e+17,heart attack,1,generic_health,What causes healthy young mothers to have a heart attack? https://t.co/7kvD0L7pt1 via @nbcnews
1307,1307,9.026825356831375e+17,heart attack,1,generic_health,Heart attack victims with long-term health conditions 'not being given correct treatments' https://t.co/cC1jCljLi5
1308,1308,8.116641374994842e+17,heart attack,2,personal_health,"Wow, so young... a heart attack - protect your heart, in every way #RIPMarBrown https://t.co/XQpJNoN3Vu"
1309,1309,8.116850218367795e+17,heart attack,0,figurative,I almost just had a heart attack bc i thought I forgot my best friends birthday luckily it's tomorrow
1310,1310,8.116695593212355e+17,heart attack,0,figurative,@ShawnMendesNot YOU GAVE ME A HEART ATTACK
1311,1311,9.055182605143777e+17,heart attack,0,figurative,My ex just facetimed me and i almost had a heart attack because i  forgot how much i hate that thot.
1312,1312,9.055240423708221e+17,heart attack,0,figurative,Babe why tf did you show me when I opened it I almost dropped my phone and it left my with a heart attack and anxiety 😭😭😭😭 https://t.co/kbMlQAvlEB
1313,1313,8.116803091711918e+17,heart attack,0,figurative,The Amazing Heart Attack - Wampire
1314,1314,9.026574173260718e+17,heart attack,0,figurative,"I think I'd have a heart attack, She is beautiful more than everything. It's beauty is not explained in words. I don't know what to say. 💗 https://t.co/nIA37noqqB"
1315,1315,8.11676625008001e+17,heart attack,0,figurative,@ShawnMendesNot I GOT A  FUCKING HEART ATTACK BUT I CAN'T STAY MAD TO YOU FOREVER LMFAO have a good one prankster haha
1316,1316,8.116841606204252e+17,heart attack,0,figurative,@Clara_Rose_xo lol I'm a young black dude and I'm not sure I'm ready for that lol momma Clara is gonna have a heart attack lol
1317,1317,8.116744934920192e+17,heart attack,2,personal_health,Another uncle of mine had a heart attack and passed away. Will be cremated Saturday😔 I think I've gone numb again. RIP Uncle Mike &lt;3
1318,1318,8.116688425481708e+17,heart attack,1,generic_health,Scientists say eating red meat DOESN'T increase your risk of heart attack https://t.co/QVMQCJB4WS
1319,1319,8.116477611710546e+17,heart attack,0,figurative,@ctiano23 nothing like a mini heart attack to start the day
1320,1320,8.116764760976466e+17,heart attack,0,figurative,"@severianlyctor kenji, on 4/20/69: [laughs so hard he has a heart attack]"
1321,1321,8.116535005599498e+17,heart attack,2,personal_health,All this shit on a Nigga mind🙇🏽idk how to deal with it man 😓can't believe my uncle had a heart attack 💔
